"5/31/21, 12:26:00 AM : Messages and calls are end:to:end encrypted. No one outside of this chat, not even WhatsApp, can read or listen to them. Tap to learn more."
"5/31/21, 12:26:00 AM : Simon: We should expect more sales on snow as many people will get their salary today"
"5/31/21, 12:26:00 AM : Simon: We can expect a decent spike"
"5/31/21, 12:27:00 AM : James: We are not expecting just decent spike we need a rocket spike"
"5/31/21, 12:28:00 AM : Simon: We should invest more in the marketing then"
"5/31/21, 12:29:00 AM : Simon: We should hire more college students"
"5/31/21, 12:32:00 AM : Anna joined using this group's invite link"
"5/31/21, 12:32:00 AM : Mathew joined using this group's invite link"
"5/31/21, 12:32:00 AM : Ben joined using this group's invite link"
"5/31/21, 12:32:00 AM : Anna: Where is my cocaine"
"5/31/21, 12:32:00 AM : Mathew: Give me some"
"5/31/21, 12:32:00 AM : Anna: Under the bridge"
"5/31/21, 12:32:00 AM : Ben: How many kgs did you order"
"5/31/21, 12:33:00 AM : Jack joined using this group's invite link"
"5/31/21, 12:33:00 AM : Anna: I will throw"
"5/31/21, 12:33:00 AM : Mathew: sandra carrier"
"5/31/21, 12:33:00 AM : Anna: You catch"
"5/31/21, 12:33:00 AM : Ben: Use try catch"
"5/31/21, 12:33:00 AM : Emma: Peter current supplier"
"5/31/21, 12:33:00 AM : Simon: I need my batch ready by next weekend"
"5/31/21, 12:33:00 AM : Ben: And don’t try to inform the police"
"6/31/21, 12:33:00 AM : Peter: We need 20 kilos by tomorrow"
"6/31/21, 12:33:00 AM : Mathew: Ohke which drug"
"6/31/21, 12:33:00 AM : Simon: There's a cocaine party"
"6/31/21, 12:34:00 AM : Simon: All are invited"
"6/31/21, 12:34:00 AM : Anna: Heroine also"
"6/31/21, 12:34:00 AM : Mathew: Supper"
"6/31/21, 12:34:00 AM : Emma: No one need to worry"
"6/31/21, 12:34:00 AM : Ben: Location?"
"7/31/21, 12:34:00 AM : Jack: Who is the current supplier"
"7/31/21, 12:34:00 AM : Emma: Police will never know"
"7/31/21, 12:34:00 AM : Anna: To be kept very confidential"
"7/31/21, 12:34:00 AM : Emma: Peter"
"7/31/21, 12:34:00 AM : Mathew: @918078864069"
"7/31/21, 12:34:00 AM : Anna: Yes yes"
"7/31/21, 12:34:00 AM : Jack: Yes"
"7/31/21, 12:34:00 AM : Simon: It's online bro, I use Cocaine and get high. You guys watch me get high"
"7/31/21, 12:34:00 AM : Mathew: Sure broo"
"7/31/21, 12:34:00 AM : Emma: you watching"
"7/31/21, 12:34:00 AM : Anna: Okay come on"
"8/31/21, 12:35:00 AM : Ben: I mean location of the party bro"
"8/31/21, 12:35:00 AM : Ben: you all high or what"
"8/31/21, 12:35:00 AM : James: Cocaine is my country all cocains are my brothers and sisters i love my cocaine"
"8/31/21, 12:35:00 AM : Jack: It is in:00 AMerica"
"8/31/21, 12:35:00 AM : Mathew: You  always high i know"
"8/31/21, 12:35:00 AM : Simon: Maybe we all can order some CocaineCocaine  to our houses and we all can get high online"
"8/31/21, 12:35:00 AM : Simon: I will share the link bro"
"8/31/21, 12:35:00 AM : Emma: Charlie is unavailable now"
Otherwise party planning was an easy task
"8/31/21, 12:35:00 AM : James: We don't get cocaine in Antarctica we are trapped"
"8/31/21, 12:35:00 AM : Simon: It's lockdown here, even the drug smuggling is very hard"
"9/31/21, 12:35:00 AM : Mathew: Yes my coca e bro"
"9/31/21, 12:35:00 AM : Ben: Ok brother"
"9/31/21, 12:35:00 AM : Anna: We will make it rain"
Cocaine shower
"5/30/21, 12:35:00 AM : Emma: Eats some ice"
"5/30/21, 12:35:00 AM : Simon: Police will catch us if we party in real life"
"5/30/21, 12:36:00 AM : Anna: I can do it"
"5/30/21, 12:36:00 AM : James: Use the word cocaine completely"
"5/30/21, 12:36:00 AM : Emma: Yo that’s the spirit"
"5/30/21, 12:36:00 AM : Mathew: I know"
"5/30/21, 12:36:00 AM : Simon: Oh yeah"
